index,Datetime,Open,High,Low,Close,Volume,RSI,Momentum
263,2025-04-25,94021.97,95976.34,92880.01,94708.79,14148.6339475,69.10608894283223,7186.719999999987
264,2025-04-26,94707.79,95273.52,93903.01,94666.64,2253.98942317,68.96761552925325,1177.5399999999936
265,2025-04-27,94666.64,95351.11,93654.77,93780.57,2304.93789541,65.97477788724962,39.65000000000873
266,2025-04-28,93780.56,95652.66,92829.44,95042.57,7348.4883725,68.0981670136733,1020.6100000000006
267,2025-04-29,95042.56,95499.0,93761.26,94271.09,5979.94472886,65.41079346719906,-437.6999999999971
268,2025-04-30,94271.08,95263.74,92911.88,94182.54,6511.31778605,65.09326894240117,-484.1000000000058
269,2025-05-01,94182.55,97546.99,94136.79,96524.98,8334.02681063,69.33407592957056,2744.409999999989
270,2025-05-02,96524.98,97948.56,96369.69,96929.81,5709.61012071,70.01214452751617,1887.2399999999907
271,2025-05-03,96929.81,96974.78,95765.13,95861.33,2077.55675998,65.8721675791113,1590.2400000000052
272,2025-05-04,95865.47,96312.51,94151.67,94272.55,2834.39686495,60.17423662874051,90.01000000000931
273,2025-05-05,94272.54,95218.82,93500.01,94733.99,5181.01206583,61.22334823558087,-1790.9899999999907
274,2025-05-06,94733.99,96916.25,93363.28,96839.17,6164.34738969,65.66689128159325,-90.63999999999942
